Account_Length,Vmail_Message,CustServ_Calls,Churn,Intl_Plan,Vmail_Plan,Total_mins,Total_calls,Total_charges
50,0,1,no,no,no,555.3,342,248.68
105,0,1,no,no,no,531.9000000000002,222,304.91
113,23,4,no,no,yes,596.1,252,258.82
111,36,2,no,no,yes,446.8,317,208.05
161,0,2,no,no,no,623.6999999999998,301,301.79
70,0,0,yes,no,no,804.7,317,335.9500000000001
97,43,3,no,no,yes,611.9999999999999,325,277.36
130,0,0,no,no,no,638.0,258,295.37
92,0,1,no,no,no,687.0,303,282.5800000000001
119,0,0,no,no,no,503.6,250,207.21
115,0,1,yes,no,no,690.4,346,268.04
134,0,0,no,no,no,574.5999999999998,262,272.28
127,25,0,no,no,yes,723.5999999999997,257,365.1
80,0,2,yes,no,no,742.5,408,247.36
153,31,0,no,no,yes,481.0,344,175.35
85,0,3,no,no,no,730.2,280,349.99
79,0,1,no,no,no,502.2,279,276.75
35,0,1,no,no,no,656.0,290,205.06
120,26,0,no,no,yes,744.5,317,313.54
68,0,0,no,no,no,594.0,341,252.79
60,0,1,yes,no,no,649.9000000000002,340,311.26
120,0,1,no,no,no,519.9,350,208.18
71,23,1,no,no,yes,717.1,379,336.17
124,0,3,no,no,no,522.8,324,240.7
23,0,1,yes,no,no,551.6999999999998,297,310.17
225,0,1,no,no,no,656.0,310,282.2
181,0,0,yes,yes,no,561.8000000000002,267,315.59
63,0,2,no,no,no,587.2,316,283.17
54,0,2,yes,yes,no,601.4000000000002,329,204.95
80,15,1,no,yes,yes,483.0,317,192.34
118,39,1,no,yes,yes,404.1,326,162.20999999999995
42,0,2,no,yes,no,532.5999999999998,341,221.54
134,0,0,no,no,no,693.6,310,322.17999999999995
66,35,0,no,no,yes,670.5,307,275.98
66,0,2,no,no,no,706.9,312,328.73
127,28,1,no,no,yes,721.3,366,314.30999999999995
146,0,0,no,no,no,538.6,291,241.8
93,42,1,no,no,yes,622.6,292,233.39
77,0,0,yes,no,no,746.1999999999997,265,315.48
111,0,4,yes,no,no,494.3,295,178.42000000000004
125,0,2,no,no,no,505.30000000000007,288,225.32
115,14,2,no,no,yes,520.9,299,282.79
115,0,2,yes,yes,no,532.6999999999998,336,230.17
114,0,2,no,no,no,585.9,263,195.95
106,0,0,no,no,no,640.6,335,312.4
118,39,2,no,no,yes,553.1,345,276.99
59,0,1,no,no,no,486.1,279,166.61
87,40,1,no,yes,yes,612.6,280,286.54
21,0,1,no,no,no,700.8000000000003,286,351.83
142,24,0,no,no,yes,791.9000000000003,278,335.89
62,0,0,no,no,no,642.0999999999998,346,290.3400000000001
149,0,3,yes,no,no,717.5,263,294.27
54,39,2,no,no,yes,524.4999999999999,265,283.61
112,0,1,no,no,no,615.5999999999998,325,232.93
68,0,1,no,no,no,609.1,304,277.51
201,21,1,no,no,yes,562.3000000000002,306,178.36
88,0,1,no,no,no,536.6,236,201.09
85,29,1,no,no,yes,460.9,350,212.26
51,0,0,yes,yes,no,614.8000000000002,289,273.56
45,29,2,no,no,yes,601.8,303,290.33
116,0,0,no,no,no,603.5,324,342.76
146,31,1,no,no,yes,621.3,278,234.29
63,34,1,no,no,yes,587.3,318,253.0
133,0,0,no,no,no,419.6,331,165.59
125,0,2,no,no,no,616.6,349,272.19
72,0,1,no,no,no,540.8,307,232.1
130,0,0,no,no,no,571.6999999999998,314,282.96
97,0,1,no,no,no,714.8999999999999,319,345.05000000000007
54,0,1,yes,no,no,725.0,293,283.67
160,29,1,no,no,yes,566.4,364,183.79
79,0,1,no,no,no,505.20000000000016,314,261.49
92,47,0,no,no,yes,563.3000000000002,331,257.25
59,0,1,no,no,no,678.3,286,283.35
132,0,1,no,no,no,424.5,270,135.1
21,0,0,no,no,no,701.1,318,293.0499999999999
93,0,2,no,no,no,648.1999999999998,335,324.99
147,36,5,no,no,yes,594.0999999999998,315,168.73999999999995
101,0,1,no,no,no,655.4,278,273.75
125,0,0,yes,yes,no,621.4,343,323.76
63,0,3,no,no,no,670.5000000000001,329,285.4
107,0,0,no,no,no,566.1,317,249.02
110,0,3,no,no,no,544.5999999999998,298,195.81
83,0,3,no,no,no,671.5,292,287.73
117,0,1,no,no,no,666.5,336,355.96000000000015
124,0,0,no,no,no,674.4,377,294.42
115,0,3,no,no,no,589.1999999999998,339,292.94000000000005
156,0,1,no,yes,no,617.9999999999999,324,168.24
89,0,0,no,no,no,531.5,312,225.56
72,0,0,no,no,no,541.2,397,173.59
101,42,0,no,no,yes,560.0,259,241.47
53,0,2,no,no,no,560.7,342,202.23
116,0,2,no,no,no,507.8,374,241.85
78,0,3,no,no,no,628.9,381,342.51
117,17,0,no,no,yes,655.9999999999999,273,327.58
56,0,1,no,no,no,539.6999999999998,296,292.0
123,39,1,no,no,yes,639.8,329,184.76
127,0,2,no,no,no,516.4,298,179.41
116,23,2,no,no,yes,681.5,306,348.31
138,26,1,no,no,yes,625.3,304,249.83
120,0,3,no,no,no,586.9,279,179.88000000000005
102,0,3,no,no,no,560.2,363,257.51
95,0,2,no,no,no,607.9,304,309.26
102,0,2,no,no,no,512.6,244,194.94
89,25,1,no,no,yes,585.2,336,225.6
50,0,1,no,no,no,551.5,295,143.78
93,42,7,no,no,yes,698.0,327,330.59
68,0,1,no,no,no,561.0,362,199.96
70,0,2,no,no,no,674.7,305,251.77
138,29,0,no,no,yes,683.7,346,322.85
141,37,4,no,no,yes,590.2,325,276.97
112,17,0,no,no,yes,602.4000000000002,318,219.0
117,0,1,yes,yes,no,537.8000000000002,270,216.83
1,26,1,no,no,yes,578.8000000000002,381,238.98
70,0,1,no,no,no,568.5000000000001,306,307.55
87,22,2,no,no,yes,548.4000000000002,326,284.0200000000001
52,21,2,no,no,yes,464.6,311,208.21
97,0,0,yes,no,no,717.4,265,308.14
105,0,2,no,no,no,601.7,257,302.02
77,28,4,yes,no,yes,599.4,296,263.83000000000004
80,0,2,yes,yes,no,695.1999999999997,333,335.98
120,43,1,no,no,yes,525.8,308,216.79
54,39,2,no,no,yes,495.9,315,180.73
148,0,2,no,yes,no,513.8,326,247.36
119,0,2,yes,no,no,677.1,301,292.66
162,26,1,yes,no,yes,619.3999999999999,386,273.45
85,0,5,yes,no,no,510.7,356,197.76
101,25,1,no,no,yes,566.2,359,293.47
172,0,0,no,no,no,653.1,275,283.99999999999994
80,0,1,no,no,no,644.2,327,333.69000000000005
67,0,2,no,no,no,353.5,301,128.89
86,0,1,no,no,no,622.6,263,203.14
107,0,1,yes,no,no,769.8000000000003,333,325.99
133,0,0,no,no,no,633.4000000000002,302,184.04
116,0,0,no,no,no,673.6,325,293.91
63,0,0,no,no,no,694.1,299,273.53000000000003
119,16,0,yes,yes,yes,499.0,321,232.99
133,0,0,yes,yes,no,693.0,289,253.01
94,0,1,no,yes,no,561.3000000000002,289,170.04999999999995
69,0,0,no,no,no,671.8000000000002,243,271.45
146,0,7,yes,no,no,494.1,317,199.95
119,0,2,yes,no,no,557.7,315,260.58
142,25,0,no,yes,yes,578.3,292,285.91
123,0,3,no,no,no,637.0,263,262.76
101,0,1,yes,no,no,803.7,363,358.21
43,0,0,no,no,no,667.5,342,291.86
69,0,0,no,no,no,653.5,291,306.17
15,0,2,no,yes,no,596.9,247,374.82
107,25,1,no,no,yes,574.2,290,258.68
67,0,2,no,no,no,595.1999999999998,345,242.44
99,0,1,no,no,no,569.4,282,237.13
46,0,1,no,no,no,604.6,389,293.5
55,0,1,no,yes,no,631.5,333,300.24
39,0,1,yes,no,no,743.4,368,286.66
92,0,2,no,no,no,525.7,383,251.85
56,0,4,yes,no,no,581.6999999999998,293,311.26
76,0,0,yes,no,no,752.3000000000003,299,314.63
132,33,2,no,yes,yes,638.6,236,264.54
140,28,1,no,no,yes,525.1,277,237.16
51,12,2,no,yes,yes,541.0999999999998,299,244.52
27,0,1,no,no,no,646.0,293,235.49
224,0,3,no,no,no,509.1,311,262.28
105,28,0,yes,yes,yes,445.6,301,214.86
117,0,2,no,no,no,570.6999999999998,271,148.39
91,0,1,yes,no,no,475.9,341,220.0
135,0,4,no,no,no,557.6999999999998,270,150.28
146,0,3,no,no,no,661.0999999999998,263,373.64
147,0,0,yes,yes,no,563.1999999999998,356,206.31
68,0,2,yes,no,no,786.4999999999999,349,352.0
68,0,3,no,no,no,535.1000000000001,310,304.6
86,21,0,no,no,yes,581.6,328,267.81
131,0,1,no,no,no,643.8,334,317.62
86,29,1,no,no,yes,706.5,306,351.45000000000016
159,0,2,yes,no,no,696.6,309,298.98
134,40,1,no,no,yes,532.3,268,337.79
113,0,1,no,no,no,684.1,281,280.14000000000004
132,0,1,no,no,no,623.8,346,260.78
85,0,1,no,no,no,638.9000000000002,231,286.98
93,38,1,yes,yes,yes,552.5,371,254.21
174,33,4,yes,no,yes,517.6,318,185.75
61,0,2,no,no,no,577.9,310,279.39
91,39,1,no,no,yes,390.3,317,188.25
88,28,2,no,no,yes,649.3,326,276.34
88,45,2,no,no,yes,555.5999999999998,367,353.24999999999994
195,36,0,no,no,yes,670.6,289,272.56999999999994
182,0,0,no,no,no,562.5999999999998,323,301.34
118,0,4,no,no,no,634.5000000000001,231,282.79
103,0,8,yes,no,no,551.3,363,273.93
65,0,2,no,no,no,524.4,283,241.82
61,25,3,no,no,yes,420.9,311,180.25
172,0,1,no,no,no,718.5999999999997,346,369.92
72,0,1,no,no,no,562.5,322,298.11
113,0,2,no,no,no,627.9,313,324.2000000000001
177,0,1,no,no,no,605.9000000000002,330,287.11
100,0,6,yes,no,no,526.7,322,274.13
67,0,1,no,no,no,629.3000000000002,309,279.32
136,0,3,no,no,no,450.1,329,179.39999999999995
71,0,4,no,no,no,577.3000000000002,346,247.94
134,0,1,no,no,no,725.4,362,390.02
124,0,1,no,no,no,732.9,304,368.88
84,0,2,no,no,no,645.1999999999998,351,310.42
39,0,2,no,no,no,564.3,312,251.24
110,0,3,no,no,no,444.1,312,200.84
102,0,1,no,no,no,530.4000000000002,296,191.38
70,0,0,no,no,no,607.1,360,318.8400000000001
142,0,1,no,no,no,579.4,288,269.06
81,0,1,no,yes,no,566.5999999999998,271,186.39
17,0,1,no,no,no,699.3000000000003,315,377.17
119,0,1,yes,no,no,755.7,260,308.13
105,0,0,yes,no,no,794.3,332,287.73
108,42,3,yes,yes,yes,555.4,303,295.7
90,0,2,no,no,no,415.3,360,227.14
100,33,1,no,no,yes,484.8,369,157.09
155,30,1,no,no,yes,578.0999999999998,268,305.55
113,0,2,yes,no,no,543.1,306,229.77
123,0,1,no,no,no,593.8,273,307.00000000000006
145,0,1,no,no,no,622.0,348,348.83
42,0,2,no,no,no,673.0,285,342.5499999999999
125,0,0,no,no,no,598.4,305,300.7800000000001
131,30,1,no,no,yes,604.2,292,276.86
107,0,1,no,no,no,603.5999999999998,236,175.48000000000005
48,0,1,no,no,no,552.5,266,205.3
76,0,0,no,no,no,636.3,300,292.7700000000001
128,0,1,no,no,no,653.5,327,314.42999999999995
73,0,0,no,no,no,617.4,291,241.93
52,0,4,yes,no,no,471.5,302,223.6
126,26,1,no,yes,yes,469.9,346,201.02
124,0,1,no,no,no,594.8000000000002,333,277.18999999999994
137,0,0,no,no,no,666.8000000000002,355,289.22
71,0,0,yes,no,no,721.4,320,269.11
139,0,0,no,no,no,617.5,285,257.62
107,30,3,no,no,yes,578.3000000000002,257,221.8
147,0,1,no,no,no,583.3,285,219.51
116,0,3,no,no,no,400.1,286,173.07000000000005
60,31,2,no,no,yes,672.9,275,268.35
38,0,0,no,no,no,375.4,274,203.91000000000003
63,0,3,no,no,no,540.0,296,213.63
94,0,3,no,no,no,612.4,326,305.17
131,0,0,no,no,no,465.0,359,187.98
158,0,1,no,no,no,563.5,297,245.65
139,0,1,yes,no,no,629.9,336,279.51
77,0,1,no,no,no,590.6,342,289.9000000000001
140,0,3,no,no,no,557.3,312,225.34
72,0,1,no,no,no,543.9,302,229.9
52,20,1,no,no,yes,603.8,295,327.14
103,0,5,no,no,no,601.9000000000002,320,267.71
74,32,1,no,no,yes,728.9000000000003,318,303.77
124,0,2,no,no,no,555.4000000000002,279,193.53
85,21,5,no,no,yes,678.6999999999998,299,226.44
113,20,5,yes,no,yes,599.5,241,326.63
71,0,2,no,no,no,468.69999999999993,296,217.67
177,27,1,no,no,yes,652.0999999999998,294,283.7
49,0,2,yes,yes,no,630.1,303,237.75000000000003
106,0,3,yes,yes,no,549.8,250,223.97
60,0,1,no,no,no,609.8,247,266.59
43,0,4,no,no,no,646.6,299,373.9
66,0,1,no,no,no,585.8,359,266.63
125,0,0,no,no,no,628.0,257,255.4
114,4,3,no,no,yes,604.8000000000002,272,279.91
112,0,3,yes,no,no,674.1,312,236.24
101,16,2,no,no,yes,535.5000000000001,325,230.03
70,0,0,no,no,no,313.0,273,179.85
59,0,0,no,no,no,475.5,329,188.92
59,0,1,no,no,no,560.5,298,266.64
124,30,2,no,no,yes,645.3,225,286.8
99,0,2,no,no,no,593.9,315,285.4500000000001
150,0,1,no,no,no,578.0,316,238.06
81,0,2,no,no,no,560.8000000000002,267,244.39
86,0,0,no,no,no,701.1,286,284.2600000000001
84,0,0,no,no,no,435.9,267,147.70000000000005
118,35,1,no,no,yes,741.6000000000001,341,293.87000000000006
89,0,1,no,no,no,672.4,343,251.72000000000003
93,0,3,no,no,no,575.0000000000001,273,233.08
85,0,2,no,no,no,471.9,283,214.96
160,0,0,no,no,no,447.2,274,199.69
28,0,3,no,no,no,532.4,294,246.12
73,0,1,yes,no,no,689.5,342,290.56999999999994
156,0,3,no,no,no,631.9999999999999,333,318.79
33,0,1,no,yes,no,555.1999999999998,346,248.1
77,0,4,no,no,no,643.5999999999998,267,308.31
119,0,1,no,no,no,546.0,283,248.83
91,27,3,no,no,yes,557.7,273,268.09
102,0,3,no,no,no,670.1,304,259.64000000000004
86,33,3,no,no,yes,570.1,308,163.37
82,0,0,no,no,no,502.3,307,226.83
89,0,0,no,no,no,479.1,367,216.14
86,0,3,no,no,no,589.3,323,252.63
134,0,1,no,no,no,474.1,310,211.33
92,0,2,no,no,no,560.5,272,223.01999999999995
87,0,3,no,no,no,553.6,283,241.34
64,0,0,no,no,no,569.0,290,212.57
80,0,3,no,no,no,649.2,302,244.39
165,39,3,no,no,yes,542.2,324,246.98
153,22,1,no,no,yes,625.9,323,264.6
41,30,1,no,no,yes,545.2,292,208.12
108,0,2,no,no,no,692.7,271,288.57
104,26,1,no,no,yes,577.6999999999998,317,258.57
115,0,1,no,no,no,494.1,256,220.8
87,0,1,no,no,no,507.6,306,244.99
159,23,2,no,no,yes,544.4,275,216.51
119,0,2,no,no,no,542.4,364,235.39
69,0,1,no,no,no,617.9,334,314.05
87,36,1,no,yes,yes,595.4,340,285.6500000000001
93,0,1,yes,no,no,792.0,312,388.18
154,0,0,yes,yes,no,549.4,326,235.43
57,37,1,no,no,yes,647.3,309,222.34
130,0,5,no,no,no,603.6999999999998,314,264.16
151,0,2,no,no,no,605.2,264,251.0
162,0,2,yes,no,no,757.6999999999997,227,325.5
60,0,1,no,no,no,697.2,339,389.64
81,0,3,no,no,no,714.7,232,284.05
132,0,3,no,no,no,561.9,334,197.71
86,0,1,no,no,no,489.3,333,202.22
136,0,1,yes,no,no,766.2,321,337.14
121,21,1,no,no,yes,539.0,317,243.31
105,15,2,no,no,yes,543.6,353,314.6
105,34,2,no,no,yes,576.1999999999998,242,214.44
51,26,1,no,no,yes,692.5,257,254.92
64,0,3,no,no,no,486.19999999999993,314,209.45
80,30,0,no,yes,yes,574.5,365,270.63
56,0,4,no,no,no,615.1,320,171.45999999999995
120,0,1,no,no,no,602.8,310,304.92
103,0,3,no,no,no,619.5,337,284.25
164,27,3,no,no,yes,582.2,351,299.17
116,27,2,no,no,yes,634.0,278,276.97
121,0,1,no,no,no,585.8,301,303.92999999999995
55,0,1,no,yes,no,668.5,316,291.4899999999999
183,0,2,no,no,no,554.5,322,264.57000000000005
104,0,0,no,no,no,613.9,368,174.89999999999995
90,0,1,no,no,no,481.20000000000016,327,169.32999999999996
82,0,1,no,no,no,480.9,290,196.6
101,0,3,no,no,no,567.3,325,251.28
9,16,2,no,no,yes,507.5,294,272.35
97,0,0,no,no,no,749.6,263,352.86
94,0,3,yes,no,no,729.5,311,333.82
127,25,0,no,no,yes,703.3,276,294.55
125,34,0,no,no,yes,618.4999999999999,325,190.19000000000003
140,0,1,no,no,no,659.5999999999998,330,283.08
90,0,2,no,no,no,505.30000000000007,390,297.52
67,0,2,no,no,no,589.4000000000002,259,286.7100000000001
113,0,1,no,no,no,583.7,249,209.85
121,26,0,no,no,yes,659.6,308,284.16
93,0,4,no,no,no,555.1999999999998,276,206.92
121,0,1,no,no,no,444.8,278,145.89999999999995
53,0,0,yes,no,no,697.8,338,252.29
75,0,1,no,no,no,544.4,284,220.8
132,0,2,no,no,no,746.4000000000003,320,316.44
162,0,3,no,no,no,451.9,347,202.13
140,0,1,no,no,no,645.8,342,294.79
91,0,2,no,no,no,632.1,340,254.08
73,28,2,no,no,yes,545.1999999999998,370,255.95
95,0,4,yes,yes,no,702.7,327,280.73
145,0,0,no,no,no,668.2,363,346.26000000000016
100,0,1,no,no,no,401.3,274,132.17
122,0,2,no,no,no,684.8,320,308.44
109,0,0,no,no,no,748.9,265,309.43
82,0,1,no,no,no,546.1,323,337.47
65,23,0,no,no,yes,646.3999999999999,285,289.71
52,0,3,no,no,no,493.8,272,205.49
136,24,2,no,no,yes,574.4,286,271.12
75,0,1,no,no,no,518.4,306,264.87
146,0,1,no,no,no,615.7,249,283.09
105,0,4,no,no,no,600.6,316,273.01
48,0,2,no,no,no,574.4,284,221.08
45,0,1,no,no,no,696.3000000000003,300,288.48
106,37,2,no,no,yes,609.3000000000002,298,207.24
33,0,2,no,no,no,571.3,245,208.7
68,0,2,no,no,no,577.1999999999998,346,267.2
106,0,0,no,no,no,621.0999999999998,258,240.98
141,0,0,no,no,no,536.1,286,232.73
98,0,0,no,no,no,592.5,340,220.35
94,28,0,no,no,yes,480.6,265,176.93
65,0,2,no,no,no,546.4,276,243.49
85,0,1,no,no,no,594.9999999999999,337,240.14
71,0,3,yes,no,no,817.6999999999997,331,348.83000000000015
112,30,0,no,no,yes,372.6,315,166.77
110,0,0,no,no,no,555.1,305,258.83000000000004
111,0,2,no,no,no,655.1,299,251.41
74,0,2,yes,no,no,723.8000000000003,304,294.77
105,0,2,no,no,no,472.3,271,203.02
40,0,0,no,no,no,639.0,272,224.55
128,18,0,yes,yes,yes,615.1,302,283.73
123,0,2,yes,no,no,747.1999999999997,306,303.38
122,0,0,no,no,no,535.2,252,222.04
114,19,3,no,no,yes,568.8000000000002,322,217.42
102,25,2,no,no,yes,512.5,282,237.8
126,0,0,no,no,no,574.4,267,376.44
150,0,4,yes,no,no,519.3000000000002,273,212.66
60,0,2,yes,no,no,799.9000000000003,296,327.8900000000001
123,0,3,no,no,no,621.0,284,248.58
138,0,0,yes,yes,no,620.3000000000002,324,295.31000000000006
29,0,1,no,no,no,484.8,236,203.11
111,0,4,no,no,no,581.5,334,248.01
37,0,0,yes,yes,no,592.0999999999998,306,284.19
111,0,0,yes,no,no,735.6,297,308.43
81,0,1,no,no,no,614.2,260,288.49
46,0,1,no,no,no,525.8000000000002,298,195.37
69,27,0,no,no,yes,803.6999999999997,272,355.23
125,0,1,no,no,no,464.3,280,234.79
43,0,3,no,no,no,478.1,313,313.24
127,27,1,no,no,yes,625.1999999999998,253,313.35
94,0,1,no,no,no,698.0,314,334.33
46,0,3,no,no,no,630.4000000000002,276,280.30999999999995
73,26,2,no,no,yes,469.6,297,265.78
146,23,2,no,no,yes,690.3,359,354.52
93,0,1,no,no,no,671.1,291,241.3
52,31,1,no,no,yes,599.5,266,308.3400000000001
202,0,3,no,no,no,485.8,323,230.49
129,31,2,no,no,yes,625.6999999999998,285,261.18999999999994
94,0,1,no,no,no,700.4,239,325.89
100,0,0,no,no,no,543.2,352,206.25000000000003
43,0,1,no,no,no,680.1999999999998,298,250.27
130,0,0,no,no,no,591.5999999999998,309,226.91
124,0,3,no,no,no,663.9,342,303.72
92,0,3,yes,yes,no,755.9000000000003,332,361.14
48,0,4,no,no,no,592.0,276,304.19
98,29,2,no,no,yes,583.7,317,298.44999999999993
100,0,1,yes,no,no,465.6,328,190.65
79,0,3,no,no,no,479.50000000000006,304,237.72
164,0,1,no,no,no,471.9,243,212.21
105,0,1,no,no,no,681.3999999999999,309,358.34
89,0,0,no,yes,no,541.1999999999998,329,215.07
126,0,3,yes,no,no,691.2,300,242.47000000000003
96,0,1,no,no,no,606.4,273,284.23
120,33,0,no,no,yes,621.1999999999998,260,221.24
212,0,2,yes,no,no,724.4,346,257.06
72,0,2,no,no,no,564.4,316,324.2
155,26,1,no,yes,yes,508.7,336,204.12
89,0,2,no,no,no,424.7,285,185.36
126,0,2,no,yes,no,741.9000000000003,350,356.06
172,0,2,yes,no,no,707.1,322,247.03
75,0,3,no,no,no,640.1999999999998,304,279.32
143,0,2,no,no,no,557.6,333,286.12
166,0,0,yes,yes,no,560.5,284,279.92
132,0,1,no,no,no,665.0999999999998,328,343.71000000000015
94,0,1,yes,yes,no,610.1999999999998,277,226.92
99,0,0,no,no,no,545.2,256,252.26
136,35,1,no,no,yes,725.1,313,286.01
119,0,1,no,no,no,716.8,307,284.54
115,0,3,yes,yes,no,632.0,278,190.47
160,0,2,no,no,no,605.9,319,239.53
166,0,2,no,no,no,598.4000000000002,289,202.52
120,0,1,no,no,no,584.0,317,291.21
173,0,1,no,no,no,479.5,354,163.86
156,0,0,no,no,no,621.0,269,298.54
70,0,0,no,no,no,668.6,305,317.86
41,0,1,no,no,no,607.8,318,267.51
132,0,0,no,no,no,607.4000000000002,262,272.67
47,0,0,yes,yes,no,392.6,346,186.4
160,0,1,no,no,no,372.1,291,188.56
180,0,3,no,no,no,516.5,319,225.64
93,0,2,no,no,no,612.5,262,287.74
109,0,2,no,no,no,637.9,279,344.3
80,0,0,no,no,no,509.3,310,185.43
54,24,2,no,no,yes,396.3,308,139.0
121,0,2,no,no,no,562.0,339,318.2999999999999
157,29,1,no,no,yes,632.6,333,259.88
170,37,0,no,no,yes,676.9,330,308.36
138,0,3,no,no,no,621.0,347,236.79
92,31,1,no,no,yes,678.5,302,293.58
126,0,1,no,no,no,545.0,305,248.69
41,0,3,yes,no,no,796.6,283,306.89
167,0,4,yes,no,no,571.4,300,273.08000000000004
91,0,2,no,no,no,687.6999999999997,314,298.43
127,0,3,no,no,no,444.9,316,203.49
88,27,1,no,no,yes,545.3,303,237.74
113,0,1,no,no,no,404.0,313,174.94000000000003
78,0,2,no,no,no,588.4,281,230.64
123,0,2,no,no,no,668.1999999999998,269,262.19
136,29,2,no,yes,yes,568.2,290,291.05
68,34,1,no,no,yes,558.9,302,262.2
132,10,0,no,no,yes,629.0999999999998,242,207.75000000000003
133,0,2,no,no,no,633.5,296,257.11999999999995
127,0,0,no,no,no,547.6999999999998,348,166.26999999999995
110,0,2,no,no,no,669.3,253,314.4600000000001
121,0,1,no,no,no,522.3,287,265.67999999999995
116,0,2,no,no,no,477.4,362,236.16
112,16,1,no,yes,yes,559.6,258,211.57
97,0,4,yes,yes,no,690.1,318,303.23
43,0,2,no,no,no,459.9,377,220.86
110,0,3,no,no,no,534.5,352,284.57
67,0,1,no,no,no,575.3000000000002,366,212.23
166,0,0,no,no,no,480.9,331,245.71
129,0,1,no,no,no,616.1999999999998,324,283.57
103,0,3,no,yes,no,480.9,273,208.32
71,0,0,yes,no,no,736.0,268,333.42
112,27,4,no,no,yes,640.1,324,256.78
8,36,1,no,no,yes,595.9,268,242.40000000000003
98,0,0,yes,no,no,730.0999999999997,267,272.03000000000003
90,0,1,no,no,no,624.9000000000002,355,215.24
13,0,0,yes,no,no,712.8,302,306.98
58,0,2,no,no,no,619.0,282,248.96
137,22,2,no,no,yes,559.6,310,238.21
116,0,5,yes,no,no,611.4,303,275.63
94,28,3,no,no,yes,456.0,283,265.04
87,0,3,no,no,no,635.5000000000001,271,263.44
120,0,2,no,no,no,573.4000000000002,265,229.23
97,24,0,no,no,yes,616.7,293,327.97
134,0,6,no,no,no,524.5999999999998,301,223.19
68,0,2,no,no,no,509.0,234,265.32
93,0,1,no,no,no,633.4,251,314.39
120,0,1,no,no,no,512.7,323,203.79
41,0,2,no,no,no,688.9000000000003,343,289.36
80,0,2,no,no,no,581.9,260,216.21
83,25,2,no,no,yes,709.0,322,319.2
109,0,2,no,yes,no,541.3,348,179.86
66,33,3,no,no,yes,378.2,314,206.81
104,0,0,no,no,no,526.8000000000002,283,306.47
89,0,1,no,no,no,597.2,289,309.99
127,0,2,no,no,no,579.4,299,223.18
117,13,1,no,no,yes,602.8,240,294.17
128,0,2,no,no,no,623.8000000000002,348,290.45
88,0,4,yes,no,no,595.5,287,299.04
61,0,1,yes,no,no,695.4,345,306.39
22,0,2,no,no,no,596.3,355,266.2
78,0,0,no,no,no,521.1999999999998,293,213.61
56,29,1,no,no,yes,413.3,330,256.78
192,0,2,no,no,no,633.6999999999998,294,275.61
70,0,2,no,no,no,532.1,324,248.37
148,0,1,no,no,no,678.5,276,303.32
65,29,2,no,no,yes,514.5,302,186.85
119,0,1,no,no,no,546.1999999999998,255,240.94
80,0,0,no,no,no,611.6,312,257.25
152,20,5,no,no,yes,729.6999999999997,349,342.28
113,0,3,no,no,no,444.4,253,201.72
75,0,1,no,no,no,719.3,381,359.82
80,0,1,no,no,no,462.5,273,147.53
148,0,1,no,no,no,393.0,334,231.83
63,0,1,no,yes,no,533.6999999999998,289,301.0
97,28,1,no,no,yes,535.8000000000002,248,311.2700000000001
166,0,0,no,no,no,460.2,321,178.92000000000004
94,0,1,no,no,no,615.1999999999998,312,299.04
85,33,1,no,no,yes,676.2,278,290.1
80,0,1,yes,yes,no,689.6000000000001,282,285.34
210,31,3,no,no,yes,664.3000000000002,294,270.0
88,25,1,no,yes,yes,733.3,310,308.53
100,0,4,no,no,no,676.7,237,199.2
154,35,1,no,no,yes,415.20000000000016,243,189.04
32,26,1,no,no,yes,662.6,403,245.06
18,0,3,no,no,no,611.4000000000002,312,264.24
126,31,0,no,no,yes,763.1000000000001,271,304.37
144,37,1,no,no,yes,570.5,294,182.79
29,0,2,yes,no,no,760.6999999999997,364,303.32
86,16,0,no,no,yes,563.5,306,269.26
138,37,0,no,no,yes,420.2,358,199.78
146,0,3,no,no,no,740.2,266,373.18
175,0,1,no,no,no,685.3,287,371.94
74,0,2,no,no,no,666.0,303,326.79
48,0,2,no,no,no,478.0,329,190.57
74,31,4,no,no,yes,649.4,206,251.61
105,0,0,no,yes,no,626.5,355,309.58
157,0,3,no,no,no,555.4,209,231.39
217,0,0,no,no,no,655.0999999999998,325,327.47
68,0,1,no,no,no,695.1,225,321.30999999999995
80,0,1,no,no,no,545.5,333,285.56
38,25,2,no,no,yes,596.1,338,186.79
107,38,0,no,no,yes,704.9,233,353.84000000000015
140,0,3,no,no,no,620.7,239,303.88
98,0,5,yes,no,no,469.3,325,172.39
114,0,2,no,no,no,544.8000000000002,300,260.55999999999995
46,0,1,no,no,no,580.3999999999999,302,282.45
118,42,0,no,no,yes,597.0,322,325.0900000000001
37,0,3,no,no,no,632.9,309,269.63
34,0,0,no,no,no,550.5999999999998,328,277.25
98,23,1,no,yes,yes,733.0,234,261.82
113,0,3,yes,no,no,720.2,365,280.17
69,0,0,no,no,no,627.1,229,247.18000000000004
121,0,2,no,no,no,499.3,357,209.0
59,31,1,no,yes,yes,652.1,239,293.86999999999995
59,0,0,no,no,no,533.6,352,274.63
190,0,0,no,no,no,440.70000000000016,313,159.59
109,0,1,no,no,no,622.2,283,260.16
136,0,2,no,no,no,536.9,308,259.98
86,0,1,no,no,no,409.9,299,187.12
100,27,0,no,no,yes,658.5,265,261.29
106,0,0,no,no,no,668.6999999999998,280,286.6
